time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-03-14T22:49:58.490Z,17.9578,-66.1555,16,1.58,md,5,207,0.0493,0.09,pr,pr2019073019,2019-03-15T00:11:29.907Z,"1km ENE of Jobos, Puerto Rico",earthquake,0.69,0.47,0.42,4,reviewed,pr,pr
2019-03-14T22:48:10.526Z,38.7873,-117.0444,8.9,1.3,ml,7,230.48,0.117,0.374,nn,nn00679988,2019-03-14T22:55:44.328Z,"76km E of Gabbs, Nevada",explosion,,2.8,0.4,6,reviewed,nn,nn
2019-03-14T22:46:07.753Z,63.4549,-149.0213,7.3,1.4,ml,,,,0.71,ak,ak0193d3lqw7,2019-03-14T22:49:24.572Z,"7km NNW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-14T22:44:43.540Z,33.4991667,-116.797,2.33,0.46,ml,16,108,0.01346,0.1,ci,ci38269367,2019-03-14T22:55:11.285Z,"9km NE of Aguanga, CA",earthquake,0.19,0.18,0.11,5,reviewed,ci,ci
2019-03-14T22:43:17.590Z,38.8381653,-122.8303299,2.78,0.72,md,14,106,0.01547,0.05,nc,nc73152116,2019-03-14T23:26:03.831Z,"9km NW of The Geysers, CA",earthquake,0.34,0.94,0.21,2,automatic,nc,nc
2019-03-14T22:34:22.360Z,38.7238333,-112.4895,10.56,1.14,md,12,71,0.1189,0.15,uu,uu60316377,2019-03-15T21:22:03.970Z,"30km SSW of Fillmore, Utah",earthquake,0.46,1.2,0.206,10,reviewed,uu,uu
2019-03-14T22:28:54.571Z,39.917,-120.0483,8.4,0.7,ml,4,182.63,0.174,0.1226,nn,nn00679992,2019-03-14T23:17:19.487Z,"27km NNW of Cold Springs, Nevada",earthquake,,6.7,0.32,3,reviewed,nn,nn
2019-03-14T22:24:17.360Z,33.0573333,-114.9791667,-0.2,1.34,ml,8,193,0.08488,0.25,ci,ci38269351,2019-03-14T22:41:17.619Z,"46km NNW of Los Algodones, B.C., MX",quarry blast,1.26,31.61,0.073,4,reviewed,ci,ci
2019-03-14T22:22:07.840Z,46.3828333333333,-122.805833333333,-0.85,1.39,ml,10,166,,0.39,uw,uw61514062,2019-03-15T17:53:30.220Z,"14km NNE of Castle Rock, Washington",explosion,1.31,31.61,0.130255165397588,8,reviewed,uw,uw
2019-03-14T22:11:14.120Z,19.5028,-66.3583,76,3.21,md,8,312,1.2219,0.46,pr,pr2019073018,2019-03-15T02:08:39.040Z,"106km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,6.49,15.74,0.31,8,reviewed,pr,pr
2019-03-14T22:10:27.110Z,34.1606667,-116.5225,2.01,1.02,ml,18,60,0.1033,0.18,ci,ci38269319,2019-03-14T22:35:12.282Z,"10km WNW of Yucca Valley, CA",earthquake,0.32,0.61,0.099,15,reviewed,ci,ci
2019-03-14T22:01:46.160Z,33.487,-116.7903333,4.99,0.28,ml,13,214,0.02665,0.07,ci,ci38269303,2019-03-14T22:30:22.527Z,"8km NE of Aguanga, CA",earthquake,0.33,0.4,0.074,5,reviewed,ci,ci
2019-03-14T21:58:51.540Z,37.6221667,-118.8193333,1.31,0.57,md,9,191,0.02052,0.04,nc,nc73152111,2019-03-14T22:52:02.638Z,"14km WNW of Toms Place, CA",earthquake,0.46,0.99,0.3,9,reviewed,nc,nc
2019-03-14T21:54:25.981Z,65.4531,-148.1283,0,1.9,ml,,,,0.83,ak,ak0193d322fa,2019-03-14T21:58:04.252Z,"67km N of Ester, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-14T21:53:17.670Z,38.836,-122.7841667,2.58,0.23,md,18,68,0.005391,0.04,nc,nc73152106,2019-03-14T23:26:07.832Z,"6km WNW of Cobb, CA",earthquake,0.3,0.72,0.065,2,reviewed,nc,nc
2019-03-14T21:52:14.650Z,1.2427,126.4721,52.38,4.5,mb,,87,1.009,0.81,us,us1000jg00,2019-03-15T01:43:16.040Z,"111km WNW of Kota Ternate, Indonesia",earthquake,8.7,4,0.106,26,reviewed,us,us
2019-03-14T21:46:42.960Z,-2.9812,146.6233,10,4.7,mb,,64,1.191,0.73,us,us1000jfzf,2019-03-15T01:39:26.040Z,"128km SW of Lorengau, Papua New Guinea",earthquake,9,1.9,0.103,29,reviewed,us,us
2019-03-14T21:38:49.090Z,18.159,-66.8895,8,2.1,md,4,159,0.2315,0.09,pr,pr2019073017,2019-03-15T00:11:06.843Z,"9km W of Adjuntas, Puerto Rico",earthquake,0.53,10.92,0.13,4,reviewed,pr,pr
2019-03-14T21:32:03.840Z,33.4993333,-116.7956667,2.5,0.94,ml,26,68,0.01358,0.13,ci,ci38269247,2019-03-14T22:05:57.822Z,"9km NE of Aguanga, CA",earthquake,0.14,0.17,0.125,17,reviewed,ci,ci
2019-03-14T21:28:47.945Z,38.0464,-118.7323,8.9,0.8,ml,6,128.66,0.042,0.1536,nn,nn00679991,2019-03-14T23:11:09.093Z,"48km NNE of Mammoth Lakes, California",earthquake,,3.7,0.28,2,reviewed,nn,nn
2019-03-14T21:24:43.740Z,39.0488333,-110.9518333,2.36,1.46,ml,12,154,0.2157,0.05,uu,uu60316367,2019-03-15T20:49:09.720Z,"16km ESE of Ferron, Utah",earthquake,0.36,31.61,0.128,3,reviewed,uu,uu
2019-03-14T21:23:50.110Z,39.0421667,-110.949,7.52,1.45,ml,9,157,0.2135,0.04,uu,uu60316362,2019-03-15T20:38:19.130Z,"16km ESE of Ferron, Utah",earthquake,0.6,2.36,0.137,3,reviewed,uu,uu
2019-03-14T21:13:02.990Z,38.7953339,-122.7818298,-0.5,1.01,md,10,106,0.005222,0.05,nc,nc73152091,2019-03-14T21:34:03.189Z,"3km NW of The Geysers, CA",earthquake,0.31,1.85,0.18,3,automatic,nc,nc
2019-03-14T21:12:35.110Z,38.7941667,-122.7795,-0.5,2.49,md,41,72,0.006652,0.05,nc,nc73152086,2019-03-15T03:11:02.100Z,"3km NW of The Geysers, CA",earthquake,0.11,0.21,0.201,10,reviewed,nc,nc
2019-03-14T21:12:31.280Z,38.795,-122.7795,-0.16,1.17,md,31,72,0.006825,0.05,nc,nc73152096,2019-03-15T02:56:04.021Z,"3km NW of The Geysers, CA",earthquake,0.11,0.24,0.285,7,reviewed,nc,nc
2019-03-14T21:12:23.430Z,19.3445,-155.2043333,5.4,0.76,md,25,68,0.03098,0.11,hv,hv70865287,2019-03-15T01:40:19.950Z,"10km SSE of Volcano, Hawaii",earthquake,0.34,0.78,0.054,7,reviewed,hv,hv
2019-03-14T21:08:10.980Z,39.7928333,-122.9065,5.96,1.6,md,21,102,0.1789,0.06,nc,nc73152081,2019-03-15T01:21:04.471Z,"22km NW of Alder Springs, CA",earthquake,0.25,1.4,0.231,20,reviewed,nc,nc
2019-03-14T20:52:34.220Z,33.4965,-116.7875,5.23,0.31,ml,12,112,0.0805,0.08,ci,ci38269183,2019-03-14T21:00:06.702Z,"9km NE of Aguanga, CA",earthquake,0.21,0.66,0.081,5,reviewed,ci,ci
2019-03-14T20:52:18.510Z,46.116,-122.104833333333,11.46,0.24,ml,11,132,,0.18,uw,uw61514047,2019-03-15T18:10:45.590Z,"34km NE of Amboy, Washington",earthquake,0.69,0.68,0.108791991063443,7,reviewed,uw,uw
2019-03-14T20:40:45.070Z,47.837,-122.041333333333,-0.54,1.37,ml,6,213,,0.41,uw,uw61514042,2019-03-15T18:03:14.680Z,"4km ESE of Cathcart, Washington",explosion,2.87,31.61,0.090939853909618,7,reviewed,uw,uw
2019-03-14T20:19:25.520Z,36.5406667,-121.1426667,7.72,1.12,md,16,108,0.04338,0.08,nc,nc73152071,2019-03-15T02:29:02.865Z,"1km N of Pinnacles, CA",earthquake,0.32,0.58,0.183,14,reviewed,nc,nc
2019-03-14T20:18:03.330Z,37.9585,-122.1201667,10.16,1.56,md,37,61,0.05545,0.07,nc,nc73152066,2019-03-15T01:47:04.625Z,"5km SW of Pacheco, CA",earthquake,0.19,0.34,0.238,24,reviewed,nc,nc
2019-03-14T20:14:36.930Z,38.2783333,-108.9011667,1.23,1.69,md,9,84,0.03042,0.12,uu,uu60316357,2019-03-14T21:09:26.094Z,"56km N of Dove Creek, Colorado",earthquake,0.43,0.47,0.135,4,reviewed,uu,uu
2019-03-14T20:08:48.716Z,60.9103,-151.0654,7.5,2.4,ml,,,,0.75,ak,ak0193d26tmx,2019-03-14T20:17:34.474Z,"27km NNE of Nikiski, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-14T20:06:07.080Z,38.8390007,-122.7826691,0.79,0.48,md,8,147,0.006023,0.01,nc,nc73152061,2019-03-14T20:27:04.823Z,"6km WNW of Cobb, CA",earthquake,0.39,0.58,0.06,2,automatic,nc,nc
2019-03-14T19:59:33.780Z,39.4055,-110.2928333,-2.98,1.61,ml,11,203,0.03114,0.12,uu,uu60316352,2019-03-15T19:48:00.660Z,"18km SSE of East Carbon City, Utah",earthquake,0.96,1.94,0.05,2,reviewed,uu,uu
2019-03-14T19:53:20.660Z,40.2956667,-120.67,2.72,1.79,md,10,157,0.2821,0.12,nc,nc73152056,2019-03-15T00:30:03.198Z,"12km SW of Johnstonville, CA",earthquake,0.66,9.13,0.069,8,reviewed,nc,nc
2019-03-14T19:47:22.270Z,39.0453333,-110.9625,16.94,1.76,ml,15,154,0.207,0.22,uu,uu60316347,2019-03-14T19:58:37.180Z,"15km ESE of Ferron, Utah",earthquake,0.64,0.98,0.123,3,reviewed,uu,uu
2019-03-14T19:45:45.220Z,39.052,-110.9588333,8.19,1.52,ml,12,152,0.2133,0.17,uu,uu60316342,2019-03-14T20:03:16.760Z,"15km ESE of Ferron, Utah",earthquake,0.88,3.62,0.059,3,reviewed,uu,uu
2019-03-14T19:44:25.710Z,34.63,-117.1251667,-0.88,1.47,ml,22,62,0.1823,0.25,ci,ci38269127,2019-03-14T20:12:47.848Z,"15km NNE of Apple Valley, CA",quarry blast,0.5,31.61,0.133,37,reviewed,ci,ci
2019-03-14T19:36:30.680Z,33.5063333,-116.771,2.83,0.99,ml,30,42,0.02525,0.12,ci,ci38269111,2019-03-14T20:00:28.910Z,"10km WSW of Anza, CA",earthquake,0.15,0.45,0.124,24,reviewed,ci,ci
2019-03-14T19:26:20.420Z,19.4173336,-155.2769928,0.3,1.8,md,16,71,0.006713,0.11,hv,hv70865142,2019-03-14T19:32:01.030Z,"4km WSW of Volcano, Hawaii",earthquake,0.18,0.23,0.21,14,automatic,hv,hv
2019-03-14T19:22:38.079Z,61.4854,-149.8957,33.2,1.9,ml,,,,0.55,ak,ak0193d1od7z,2019-03-14T19:32:33.485Z,"5km SE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-14T19:13:51.489Z,62.2966,-149.0023,28.8,2,ml,,,,0.82,ak,ak0193d1mgto,2019-03-14T19:16:57.309Z,"46km ENE of Y, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-14T19:03:08.930Z,33.6626667,-116.7618333,11.04,1.31,ml,47,32,0.06261,0.12,ci,ci38269063,2019-03-14T19:45:13.940Z,"10km SSW of Idyllwild, CA",earthquake,0.14,0.25,0.23,25,reviewed,ci,ci
2019-03-14T19:00:31.070Z,46.0076667,-112.4605,-2,1.8,ml,11,74,0.067,0.1,mb,mb80337909,2019-03-15T14:44:10.310Z,"5km E of Butte, Montana",quarry blast,0.46,31.61,0.079,6,reviewed,mb,mb
2019-03-14T18:18:37.226Z,63.0825,-150.6206,118.6,1.8,ml,,,,0.24,ak,ak0193d122rz,2019-03-14T19:43:26.648Z,"88km NNW of Talkeetna, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-03-14T17:50:10.053Z,36.7067,-116.2197,0,-0.1,ml,10,118.33,0.022,0.142,nn,nn00679981,2019-03-14T21:20:21.911Z,"53km ESE of Beatty, Nevada",earthquake,,0,0.44,5,reviewed,nn,nn
2019-03-14T17:44:32.450Z,66.2529,-157.2688,7,2.7,ml,,,,0.77,ak,ak0193d0m7ca,2019-03-15T01:47:09.769Z,"74km SSW of Kobuk, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-03-14T17:34:32.613Z,69.5648,-144.8641,0.8,2.3,ml,,,,1.08,ak,ak0193d0k2g2,2019-03-14T17:44:56.482Z,"79km SW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-03-14T17:29:57.830Z,33.1568333,-115.9718333,7.52,1.93,ml,82,33,0.1235,0.19,ci,ci38268959,2019-03-14T18:31:46.000Z,"15km E of Ocotillo Wells, CA",earthquake,0.13,0.5,0.156,25,reviewed,ci,ci
2019-03-14T17:28:55.390Z,5.3294,94.2146,35,4.6,mb,,179,2.723,1,us,us1000jfqx,2019-03-14T20:49:33.040Z,"125km WSW of Banda Aceh, Indonesia",earthquake,10.6,2,0.084,42,reviewed,us,us
2019-03-14T17:11:26.880Z,36.0498333,-118.01,4.5,0.38,ml,9,265,0.1057,0.08,ci,ci38268943,2019-03-14T18:00:37.859Z,"6km W of Coso Junction, CA",earthquake,0.39,0.43,0.079,3,reviewed,ci,ci
2019-03-14T17:11:23.149Z,61.3828,-149.9292,38.7,1.7,ml,,,,0.53,ak,ak0193d0f3zu,2019-03-14T17:14:44.755Z,"15km S of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-03-14T17:06:40.288Z,53.8562,-166.5118,10.1,1,ml,,,,0.51,ak,ak0193d0e2v0,2019-03-14T19:30:22.512Z,"2km SE of Unalaska, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-03-14T16:55:36.140Z,36.0228333,-117.7995,1.68,1.03,ml,12,133,0.02786,0.1,ci,ci38268935,2019-03-14T17:58:04.924Z,"14km NE of Little Lake, CA",earthquake,0.21,0.24,0.169,9,reviewed,ci,ci
2019-03-14T16:53:20.570Z,33.725,-116.8271667,16.26,0.91,ml,23,79,0.08901,0.09,ci,ci38268927,2019-03-14T17:55:32.003Z,"7km ESE of Valle Vista, CA",earthquake,0.27,0.31,0.13,13,reviewed,ci,ci
2019-03-14T16:48:35.149Z,62.081,-149.619,57,1.8,ml,,,,0.44,ak,ak0193d01mt7,2019-03-14T16:53:00.065Z,"15km SE of Y, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-14T16:42:53.520Z,38.8083344,-122.8241653,1.07,0.56,md,11,120,0.003952,0.07,nc,nc73152036,2019-03-14T19:01:04.324Z,"7km WNW of The Geysers, CA",earthquake,0.35,0.81,,1,automatic,nc,nc
2019-03-14T16:42:21.414Z,36.3761,-116.934,11.9,0.5,ml,8,258.87,0.107,0.1743,nn,nn00679971,2019-03-14T19:32:45.234Z,"61km SSW of Beatty, Nevada",earthquake,,2.1,0.28,2,reviewed,nn,nn
2019-03-14T16:32:13.940Z,40.4083333,-124.2595,27.52,2.16,md,18,111,0.08598,0.09,nc,nc73152031,2019-03-15T03:26:03.189Z,"10km NNE of Petrolia, CA",earthquake,0.49,0.57,0.315,20,reviewed,nc,nc
2019-03-14T16:21:25.430Z,36.126,-117.7021667,2.02,1.58,ml,21,50,0.07174,0.14,ci,ci38268863,2019-03-14T17:51:21.490Z,"24km ENE of Coso Junction, CA",earthquake,0.18,0.31,0.121,21,reviewed,ci,ci
2019-03-14T16:13:04.683Z,38.5836,-118.504,8.9,-0.1,ml,4,201.32,0.047,0.1537,nn,nn00679969,2019-03-14T19:23:30.039Z,"12km ENE of Hawthorne, Nevada",earthquake,,6.8,0,1,reviewed,nn,nn
2019-03-14T16:11:18.400Z,46.9405,-111.9083333,3.95,1.24,ml,10,215,0.235,0.09,mb,mb80337904,2019-03-15T14:50:23.410Z,"26km NNE of Helena Valley Northwest, Montana",earthquake,0.72,6.3,0.181,2,reviewed,mb,mb
2019-03-14T15:58:53.150Z,18.0911,-66.8926,20,2.08,md,9,92,0.1168,0.22,pr,pr2019073016,2019-03-14T18:32:33.280Z,"5km NNE of Lluveras, Puerto Rico",earthquake,0.73,1.86,0.2,8,reviewed,pr,pr
2019-03-14T15:47:45.680Z,46.146,-119.186666666667,-0.2,2.09,ml,16,160,,0.12,uw,uw61514012,2019-03-14T17:40:17.959Z,"5km WNW of Highland, Washington",explosion,0.4,31.61,0.173388830652614,12,reviewed,uw,uw
2019-03-14T15:39:41.976Z,38.0579,-120.4521,6.1,1.7,ml,6,220.28,0.057,0.2227,nn,nn00679945,2019-03-14T17:04:38.099Z,"5km WNW of Columbia, California",earthquake,,3.8,0.07,3,reviewed,nn,nn
2019-03-14T15:23:29.480Z,35.4215,-120.7176667,3.09,1.68,md,42,81,0.03006,0.08,nc,nc73152026,2019-03-15T02:04:03.713Z,"9km SSW of Atascadero, CA",earthquake,0.19,0.49,0.258,28,reviewed,nc,nc
2019-03-14T15:21:08.100Z,38.8198318,-122.7965012,2.65,1.09,md,24,54,0.01118,0.03,nc,nc73152021,2019-03-14T15:51:04.216Z,"6km NW of The Geysers, CA",earthquake,0.22,0.43,0.07,5,automatic,nc,nc
2019-03-14T15:15:51.713Z,63.516,-147.405,24.3,1.3,ml,,,,1.01,ak,ak0193cz94ne,2019-03-14T19:27:00.865Z,"78km E of Cantwell, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2019-03-14T15:13:03.950Z,32.7378333,-117.378,14.8,1.43,ml,35,250,0.1153,0.14,ci,ci38268767,2019-03-14T17:38:57.756Z,"16km SW of La Jolla, CA",earthquake,0.29,0.4,0.186,18,reviewed,ci,ci
2019-03-14T15:09:49.740Z,-27.9168,-66.7739,174.49,4.8,mb,,33,2.355,0.75,us,us1000jfl5,2019-03-15T15:24:41.040Z,"39km SE of Belen, Argentina",earthquake,5,6.7,0.063,77,reviewed,us,us
2019-03-14T14:58:52.450Z,37.507,-118.7608333,4.5,0.93,md,18,158,0.09907,0.05,nc,nc73152016,2019-03-14T20:28:29.609Z,"9km SW of Toms Place, CA",earthquake,0.49,1.39,0.174,17,reviewed,nc,nc
2019-03-14T14:49:30.215Z,37.0021,-116.3962,9.9,0,ml,4,139.03,0.011,0.1104,nn,nn00679967,2019-03-14T19:17:19.435Z,"33km ENE of Beatty, Nevada",earthquake,,2.8,0.62,2,reviewed,nn,nn
2019-03-14T14:48:55.680Z,38.8216667,-122.7986679,2.35,0.93,md,14,57,0.009075,0.04,nc,nc73152011,2019-03-14T15:19:03.048Z,"6km NW of The Geysers, CA",earthquake,0.3,0.57,0.07,2,automatic,nc,nc
2019-03-14T14:44:56.220Z,33.1758333,-116.1283333,5.03,1.36,ml,50,68,0.03879,0.22,ci,ci38268735,2019-03-14T18:15:48.310Z,"4km N of Ocotillo Wells, CA",earthquake,0.21,0.43,0.156,26,reviewed,ci,ci
2019-03-14T14:16:42.932Z,63.8221,-149.1258,114.8,3.2,ml,,,,0.54,ak,ak0193cynx9p,2019-03-14T19:19:48.491Z,"8km WSW of Healy, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-03-14T14:15:54.840Z,18.1548,-67.445,108,2.8,md,3,318,0.4416,0.23,pr,pr2019073015,2019-03-14T17:53:16.134Z,"27km SW of Stella, Puerto Rico",earthquake,4.89,2.24,0.08,2,reviewed,pr,pr
2019-03-14T14:09:42.070Z,44.7831667,-110.8351667,4.8,0.82,ml,11,94,0.01208,0.15,uu,uu60316327,2019-03-14T14:17:55.560Z,"25km ENE of West Yellowstone, Montana",earthquake,0.44,0.57,0.297,3,reviewed,uu,uu
2019-03-14T14:05:41.314Z,50.1239,-179.8751,27.9,3.6,ml,,,,0.5,ak,ak0193cylp28,2019-03-14T19:14:16.230Z,"137km SSW of Amatignak Island, Alaska",earthquake,,2.7,,,reviewed,ak,ak
2019-03-14T14:01:21.210Z,37.4865,-113.8661667,8.15,1.64,md,8,151,0.02574,0.12,uu,uu60316322,2019-03-14T14:27:48.110Z,"16km SW of Enterprise, Utah",earthquake,0.59,0.43,0.156,5,reviewed,uu,uu
2019-03-14T14:00:23.070Z,44.1181666666667,-121.340833333333,3.47,1.06,ml,6,335,,1.45,uw,uw61514007,2019-03-14T17:35:12.470Z,"6km NNW of Bend, Oregon",explosion,27.65,31.61,0.0625773783962889,4,reviewed,uw,uw
2019-03-14T13:59:59.030Z,44.7815,-110.8305,4.29,1.06,ml,12,92,0.0158,0.14,uu,uu60316317,2019-03-14T14:23:05.860Z,"25km ENE of West Yellowstone, Montana",earthquake,0.31,0.61,0.222,3,reviewed,uu,uu
2019-03-14T13:53:42.130Z,40.748,-111.967,2.87,0.94,md,9,73,0.02182,0.17,uu,uu60316312,2019-03-14T15:44:48.050Z,"6km WSW of Salt Lake City, Utah",earthquake,0.63,1.49,0.47,5,reviewed,uu,uu
2019-03-14T13:44:51.490Z,37.5078333,-113.8413333,7,2.67,ml,15,69,0.04759,0.18,uu,uu60316307,2019-03-15T05:17:30.820Z,"13km SW of Enterprise, Utah",earthquake,0.45,0.78,0.122,6,reviewed,uu,uu
2019-03-14T13:43:01.950Z,37.5081667,-113.8398333,6.37,2.38,md,12,68,0.04824,0.18,uu,uu60316302,2019-03-14T14:25:43.260Z,"12km SW of Enterprise, Utah",earthquake,0.48,0.73,0.085,7,reviewed,uu,uu
2019-03-14T13:34:04.790Z,38.8143349,-122.8216629,3.1,0.56,md,11,92,0.0128,0.04,nc,nc73152006,2019-03-14T14:34:02.781Z,"7km NW of The Geysers, CA",earthquake,0.44,0.94,,1,automatic,nc,nc
2019-03-14T13:27:59.876Z,62.7607,-149.0026,52.8,2.3,ml,,,,0.52,ak,ak0193cy4vur,2019-03-14T13:38:00.230Z,"70km S of Cantwell, Alaska",earthquake,,1.5,,,automatic,ak,ak
2019-03-14T13:10:46.950Z,39.0543333,-110.96,16.06,1.89,ml,20,118,0.2141,0.24,uu,uu60316297,2019-03-14T15:30:23.950Z,"15km ESE of Ferron, Utah",earthquake,0.72,0.89,0.125,3,reviewed,uu,uu
2019-03-14T12:56:31.914Z,59.9319,-141.5672,1.2,2.3,ml,,,,0.82,ak,ak0193cxplvb,2019-03-14T13:00:01.098Z,"50km ESE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-14T12:55:11.620Z,38.8358345,-122.8095016,2.36,0.56,md,10,93,0.01243,0.03,nc,nc73152001,2019-03-14T14:08:03.633Z,"8km WNW of Cobb, CA",earthquake,0.35,1.14,,1,automatic,nc,nc
2019-03-14T12:37:25.183Z,38.5088,-118.3758,8.1,0.6,ml,5,157.5,0.08,0.0861,nn,nn00679966,2019-03-14T19:14:13.429Z,"21km E of Hawthorne, Nevada",earthquake,,4,0.2,2,reviewed,nn,nn
2019-03-14T12:31:10.200Z,33.504,-116.7683333,2.42,1.05,ml,41,63,0.02802,0.19,ci,ci38268591,2019-03-14T13:18:13.530Z,"10km WSW of Anza, CA",earthquake,0.19,0.31,0.11,26,reviewed,ci,ci
2019-03-14T12:20:20.170Z,33.3261667,-116.4006667,7.6,0.39,ml,16,106,0.02808,0.15,ci,ci37210164,2019-03-14T17:58:02.520Z,"8km NNW of Borrego Springs, CA",earthquake,0.34,0.63,0.121,11,reviewed,ci,ci
2019-03-14T12:20:01.320Z,33.503,-116.7703333,2.61,0.85,ml,43,63,0.02676,0.16,ci,ci38268559,2019-03-14T17:53:37.840Z,"11km WSW of Anza, CA",earthquake,0.14,0.19,0.094,22,reviewed,ci,ci
2019-03-14T12:17:32.360Z,19.3225,-155.203,5.41,0.74,md,23,90,0.04586,0.09,hv,hv70864722,2019-03-14T20:28:31.360Z,"12km SSE of Volcano, Hawaii",earthquake,0.33,0.9,0.049,4,reviewed,hv,hv
2019-03-14T12:10:26.190Z,38.4072,-118.9242,14.4,1,ml,6,168.49,0.364,0.1798,nn,nn00679963,2019-03-14T19:08:03.337Z,"29km WSW of Hawthorne, Nevada",earthquake,,8.2,0,1,reviewed,nn,nn
2019-03-14T12:03:21.410Z,33.4905,-116.789,6.86,0.84,ml,45,36,0.02378,0.16,ci,ci38268535,2019-03-14T17:46:33.290Z,"9km NE of Aguanga, CA",earthquake,0.14,0.49,0.118,21,reviewed,ci,ci
2019-03-14T11:59:05.190Z,35.6549,140.8253,48.9,4.3,mb,,172,2.21,0.47,us,us1000jfgr,2019-03-14T18:35:22.060Z,"8km S of Hasaki, Japan",earthquake,6.3,9.1,0.119,20,reviewed,us,us
2019-03-14T11:42:48.870Z,35.532,-117.5085,5.3,2.41,ml,37,48,0.1176,0.14,ci,ci38268511,2019-03-14T17:40:26.110Z,"18km ESE of Ridgecrest, CA",earthquake,0.14,0.8,0.161,88,reviewed,ci,ci
2019-03-14T11:40:14.890Z,33.5021667,-116.7705,2.38,0.98,ml,38,64,0.02694,0.21,ci,ci38268503,2019-03-14T13:18:17.750Z,"11km WSW of Anza, CA",earthquake,0.22,0.36,0.1,26,reviewed,ci,ci
2019-03-14T11:39:15.320Z,33.5116667,-116.7761667,4.54,0.62,ml,20,58,0.02022,0.22,ci,ci38268495,2019-03-14T13:19:22.080Z,"11km WSW of Anza, CA",earthquake,0.32,0.64,0.118,16,reviewed,ci,ci
2019-03-14T11:27:57.090Z,38.7565,-122.7225,1.98,1.1,md,31,108,0.00541,0.08,nc,nc73151991,2019-03-14T17:52:02.922Z,"3km SW of Anderson Springs, CA",earthquake,0.22,0.31,0.21,5,reviewed,nc,nc
2019-03-14T11:27:50.062Z,63.0956,-149.331,9.5,2.1,ml,,,,1.02,ak,ak0193cwxzw3,2019-03-14T11:32:04.120Z,"38km SSW of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-14T11:26:06.461Z,61.4556,-150.0448,37.5,1.6,ml,,,,0.54,ak,ak0193cwxotj,2019-03-14T11:30:23.083Z,"8km SSW of Big Lake, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-03-14T11:21:10.702Z,61.3022,-150.0923,34,2.2,ml,,,,0.58,ak,ak0193cwwmke,2019-03-14T11:30:22.701Z,"13km NW of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-14T10:46:03.810Z,36.7955,-121.4176667,5.11,2.03,md,38,99,,0.08,nc,nc73151981,2019-03-14T19:17:03.425Z,"5km WSW of Ridgemark, CA",earthquake,0.18,0.3,0.204,39,reviewed,nc,nc
2019-03-14T10:41:53.720Z,38.8328323,-122.8475037,0.89,0.56,md,8,106,0.009024,0.01,nc,nc73151976,2019-03-14T12:19:02.980Z,"10km NW of The Geysers, CA",earthquake,0.45,1.14,0.01,2,automatic,nc,nc
2019-03-14T10:13:40.020Z,38.8366661,-122.8034973,2.99,0.56,md,7,120,0.01042,0.02,nc,nc73151971,2019-03-14T11:52:02.830Z,"7km WNW of Cobb, CA",earthquake,0.57,1.67,,1,automatic,nc,nc
2019-03-14T10:08:33.404Z,61.3748,-150.1116,33.1,1.9,ml,,,,0.77,ak,ak0193cw8geq,2019-03-14T10:13:26.736Z,"18km SSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-03-14T10:07:37.910Z,20.0671667,-155.469,11.75,2.23,ml,27,171,0.2161,0.15,hv,hv70864632,2019-03-14T20:55:05.330Z,"1km SSE of Honoka'a, Hawaii",earthquake,0.57,0.38,0.146,15,reviewed,hv,hv
2019-03-14T10:05:26.080Z,15.4817,-92.0297,190.94,4.6,mb,,128,0.533,0.72,us,us1000jff2,2019-03-14T10:23:42.040Z,"11km NW of Cuilco, Guatemala",earthquake,8,6.1,0.05,119,reviewed,us,us
2019-03-14T10:02:56.410Z,38.6926667,-111.4423333,1.99,1.5,md,5,194,0.08842,0.18,uu,uu60316292,2019-03-14T16:01:27.980Z,"36km NNE of Loa, Utah",earthquake,1.54,31.61,0.15,4,reviewed,uu,uu
